papras kitchen
arm1
world
0.1,0.3,1.4,0.92388,0,0.382683,0,2.5512,-1.90852,-1.81471,-0.406846,1.46828,-2.65502,0.103532,0.0914802,4
0.3,-0.5,1,0.853553,-0.146447,0.353553,-0.353553,-1.65967,-1.0876,-2.67864,-2.67074,-1.54432,-0.547517,0.0789346,0.0264776,7
0.3,-0.5,1,0.353553,-0.353553,0.146447,-0.853553,0.928842,1.728,-1.7863,-0.785272,-1.42817,1.51042,0.103831,0.142628,7
0.3,-0.5,1.2,0.853553,-0.146447,0.353553,-0.353553,1.04749,1.07167,-0.449403,0.18604,-1.42749,-0.214212,0.0865251,0.143311,7
0.3,-0.5,1.2,0.653282,-0.270598,0.270598,-0.653282,0.761499,1.29983,-0.920148,-0.548219,-1.37841,0.75421,0.0993149,0.192384,7
0.3,-0.3,1.4,0.92388,0,0.382683,0,0.736369,1.30436,-0.9295,0.509584,-1.34013,-0.697062,0.0987426,0.230663,7
0.3,-0.3,1.4,0.853553,-0.146447,0.353553,-0.353553,0.448365,1.12136,-0.552675,-0.240078,-1.38831,0.287384,0.0882402,0.182484,7
0.3,-0.1,1.4,0.853553,0.146447,0.353553,0.353553,0.570237,1.66028,-1.65043,-2.3691,1.42627,1.73113,0.10573,0.144524,7
0.3,0.1,1.4,0.853553,0.146447,0.353553,0.353553,-2.96039,-1.18716,-2.46671,0.621089,1.56726,2.34162,0.0826545,0.00353383,7
0.3,0.1,1.4,0.92388,0,0.382683,0,2.99799,-1.01451,-2.8367,-0.101619,1.50055,-3.03254,0.076986,0.0702445,7
0.3,0.1,1.4,0.853553,-0.146447,0.353553,-0.353553,-0.410614,1.94085,-2.20983,-0.820956,-1.11792,1.50223,0.104163,0.0591478,4
0.3,0.3,0.2,0,0.382683,0,0.92388,-2.61391,1.24735,-0.812643,0.377239,-1.31159,-0.492106,0.0939607,0.259207,7
0.3,0.3,0.2,0.353553,0.353553,0.146447,0.853553,-2.90298,1.25747,-0.833424,-0.39051,-1.30819,0.512856,0.0945537,0.238609,3
0.3,0.3,1.4,0.853553,0.146447,0.353553,0.353553,-0.268352,0.991936,-0.282513,0.357084,-1.56506,-0.384561,0.0856934,0.00573654,7
0.3,0.3,1.4,0.92388,0,0.382683,0,-0.590393,1.01169,-0.324033,-0.404591,-1.56571,0.444687,0.0867154,0.00508638,7
0.3,0.5,0.4,0,0.382683,0,0.92388,-2.052,1.71504,-1.76036,0.736326,-1.20362,-1.24932,0.110326,0.284962,4
0.3,0.5,0.4,0.353553,0.353553,0.146447,0.853553,-2.31299,0.929538,-0.150846,0.0305601,-1.5645,-0.0307893,0.0824732,0.00629686,7
0.3,0.5,0.4,0.653282,0.270598,0.270598,0.653282,-2.58925,1.2262,-0.769179,-0.646136,-1.54993,0.869684,0.0966711,0.0208674,7
0.3,0.5,1.2,0.853553,0.146447,0.353553,0.353553,2.20727,-1.04972,-2.76022,-0.105661,1.45994,-3.02405,0.0785817,0.110856,7
0.3,0.5,1.2,0.92388,0,0.382683,0,1.94857,-1.37321,-2.07816,-0.717632,1.53794,-2.05354,0.090696,0.0328565,7
