papras kitchen
arm1
world
0,-0.6,1,-0,0,0.92388,-0.382683,1.20967,1.71548,-2.0957,0.27018,1.21127,1.21269,0.0909519,0.284522,4
0,-0.4,0.8,0,0,1,6.12323e-17,1.63478,0.68879,-0.380083,-7.89089e-07,1.26209,1.63478,0.0905304,0.308707,7
0,-0.4,1,0,0,1,6.12323e-17,1.20294,0.847219,-0.664562,5.7619e-11,1.38814,1.20294,0.0974608,0.182658,7
0,-0.2,0.8,0,0,1,6.12323e-17,1.68666,-0.0314435,0.670817,2.9327e-08,0.931423,1.68666,0.03711,0.639374,7
0,-0.2,1,0,0,1,6.12323e-17,0.960041,0.151383,0.451223,2.24577e-07,0.968191,0.96004,0.0496792,0.602605,7
0,0,0.2,-0.353553,0.853553,0.146447,0.353553,-2.93867,0.910453,-0.233173,-1.54115,0.684829,1.06788,0.0955018,0.202919,3
0,0,0.4,-0.146447,0.353553,0.853553,-0.353553,-2.81332,0.821813,-0.302802,-0.744084,1.4174,-1.76758,0.075199,0.153394,7
0,0,0.6,-0.270598,0.653282,0.653282,-0.270598,-2.57345,0.256595,0.690055,2.45175,-1.21149,2.58744,0.0302058,0.29714,6
0,0,1,0,0,0.92388,0.382683,0.942182,0.314662,0.598721,-0.439295,1.35898,1.19443,0.0291606,0.211813,7
0,0.2,1,0,0,0.92388,0.382683,0.206299,-0.0340317,1.08495,2.17421,-0.998306,-2.18766,0.0190238,0.485851,5
0,0.4,1,0,0,1,6.12323e-17,-1.12082,0.481661,-0.0319915,-5.47392e-08,1.12113,-1.12082,0.0763204,0.449669,7
0,0.6,1,0.146447,0.353553,0.853553,0.353553,-1.13065,0.642242,0.0317084,2.04143,-0.344792,-2.53031,0.0942226,0.611282,8
0.2,-0.6,0.8,-0,0,0.92388,-0.382683,1.6335,0.831478,-1.11155,-0.0506203,1.06699,1.63962,0.119322,0.503804,7
0.2,-0.6,1,-0,0,0.707107,-0.707107,1.14185,0.657277,-0.0362268,-0.666123,-0.738334,2.09735,0.0870517,0.832462,7
0.2,-0.4,0.8,-0,0,0.92388,-0.382683,1.68255,-0.127857,0.2814,-0.132578,0.639198,1.75661,0.0761533,0.931598,7
0.2,-0.4,1,-0,0,0.92388,-0.382683,0.977032,0.0640564,0.0735703,0.567947,0.826375,0.717403,0.0843396,0.744421,7
0.2,-0.2,0.8,-0,0,0.92388,-0.382683,2.05617,-0.905654,0.751251,2.7482,-1.03648,-1.00552,0.0324404,0.000691216,6
0.2,-0.2,1,-0,0,0.92388,-0.382683,0.305329,-0.418674,0.524945,0.780845,1.28036,0.142804,0.0367888,0.290432,7
0.2,0,0.2,-0.353553,-0.146447,0.853553,-0.353553,0.202864,-0.89522,-2.08655,-0.821692,-1.04162,0.0324903,0.1105,0.529177,7
0.2,0,0.4,-0.270598,-0.270598,0.653282,-0.653282,-2.59073,0.251565,0.647379,1.38599,-1.42556,0.9124,0.0489982,0.145237,7
0.2,0,0.6,-0.270598,0.653282,0.653282,0.270598,2.26721,-0.916164,0.753777,-2.52859,-1.23094,0.638551,0.0275279,0.220306,6
0.2,0,1,-0.353553,0.853553,-0.146447,-0.353553,1.3582,-1.65888,0.935413,-0.633728,1.42311,-1.64822,0.020412,0.147687,7
0.2,0.2,0.2,-0.146447,0.353553,0.353553,0.853553,0.0457763,-1.28406,-2.47323,2.6287,-1.25915,-0.474506,0.0855646,0.120193,6
0.2,0.2,0.4,-0.270598,0.270598,0.653282,0.653282,2.99172,0.137251,0.812982,-1.03029,-1.21826,-1.04884,0.0566168,0.149871,3
0.2,0.2,0.6,-0.382683,2.34326e-17,0.92388,5.65713e-17,-1.80868,-0.499161,0.577527,-0.781991,1.34747,-1.68462,0.0317631,0.223325,7
0.2,0.4,0.2,-0.146447,0.353553,0.353553,0.853553,-2.67567,1.26044,-0.655225,-0.142608,-1.13757,-0.819936,0.0802209,0.433224,7
